stt,ten_cong_ty,ma_phe_duyet,ma_nganh,ten_nganh,hoat_dong,dia_chi,thanh_pho,ma_buu_chinh,vung_tinh,quoc_gia,ngay_cap_nhat,ghi_chu,traces_url
741,UAB Revijoma,61-04,GM,Meat of farmed game,SH - Slaughterhouse; CP - Cutting Plant,"Viekšnių g. 33, Užventes km. Viekšniu sen. Mažeikių r. sav., Telšių apskr.",Užventes k.,LT-89494,Telsiai County,Lithuania,2021-03-17,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_OF_FARMED_GAME_EU
742,UAB Takažolė,LT 62-04 EB,GM,Meat of farmed game,CP - Cutting Plant; SH - Slaughterhouse,"Molėtų r. sav., Čiulėnų sen., Toliejų k., Aukštakalnio g. 5",Toliejai,,Utena County,Lithuania,2025-07-16,"{'translation': 'Suidae', 'code': 'P'}",https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_OF_FARMED_GAME_EU
743,UAB Zūbiškių konservai,49-13,GM,Meat of farmed game,CP - Cutting Plant,"Kaštonų g. 3, Zūbiškės, Palemonės sen., Kaišiadorių raj.",Zūbiškės,LT-56176,Kaunas County,Lithuania,2021-03-19,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_OF_FARMED_GAME_EU
744,V. Kartenio firma „Elektrėnų mėsa“,LT 79-20,GM,Meat of farmed game,SH - Slaughterhouse,"Elektrėnų sav., Kietaviškių sen., Obenių k.",Obeniai,LT-26110,Vilnius County,Lithuania,2022-01-12,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_OF_FARMED_GAME_EU
745,Č. Zachaževskij IĮ,LT 79-05,GM,Meat of farmed game,SH - Slaughterhouse,"Kranto g. 7, Paluknio k., Paluknio sen., Trakų r.",Trakai,LT-21110,Vilnius County,Lithuania,2022-02-09,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_OF_FARMED_GAME_EU
746,Ūkininkas Donatas Čepelis,LT 81-04,GM,Meat of farmed game,SH - Slaughterhouse,Vidiškių sen.Baublių k.,Baubliai,LT-20179,Vilnius County,Lithuania,2021-03-22,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_OF_FARMED_GAME_EU
747,Ūkininko Algio Bukausko ūkis,LT 81-07,GM,Meat of farmed game,CP - Cutting Plant; SH - Slaughterhouse,"Alionių k., Pivonijos sen.",Alionys,,Vilnius County,Lithuania,2022-01-12,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_OF_FARMED_GAME_EU
748,Ūkininko Gintauto Migonio gyvulių skerdykla,LT 42-05,GM,Meat of farmed game,SH - Slaughterhouse,"Elektrėnų sav., Pastrėvio sen., Lunkiškių k. 3A",Lunkiškės,,Vilnius County,Lithuania,2021-03-22,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_OF_FARMED_GAME_EU
749,Ūkininko Ričardo Kvekšo ūkis,LT 81-02,GM,Meat of farmed game,SH - Slaughterhouse,"Berzgainių k. 7, Žemaitkiemio sen.",Berzgainiai,,Vilnius County,Lithuania,2021-03-22,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_OF_FARMED_GAME_EU
750,A. MEŠKAUSKO IĮ SKERDYKLA,53-03,RPM,Meat products,PP - Processing Plant,"Kauno g. 32B, Kėdainiai",Kėdainiai,LT-57244,Kaunas County,Lithuania,2021-03-22,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
751,A.Mišeikio įmonė,32-03,RPM,Meat products,PP - Processing Plant,"Smiltinė 20, Akmenės sen., Akmenės r. sav., Šiaulių apskr.",Smiltinė,LT-85365,Siauliai County,Lithuania,2021-03-15,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
752,AB Kaišiadorių paukštynas,LT49-01EB,RPM,Meat products,PP - Processing Plant,"Kaišiadorys, Paukštininkų g. 15",Kaišiadorys,LT-56110,Kaunas County,Lithuania,2021-03-18,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
753,AB Vilniaus paukštynas,LT 41-28 EU,RPM,Meat products,PP - Processing Plant,Gamyklos g. 27,Rudamina,LT-13249,Vilnius County,Lithuania,2025-06-12,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
754,"ANA EU, UAB",LT 33-07,RPM,Meat products,PP - Processing Plant,"Centrinė g. 30, Kančėnų k., Daugų sen., Alytaus r. sav., Alytaus apskr.",Kančėnai,LT-64133,Alytus County,Lithuania,2024-06-19,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
755,Algis Bukauskas,LT 81-007,RPM,Meat products,PP - Processing Plant,Alionys,Alionys,,Vilnius County,Lithuania,2022-01-11,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
756,Artūras Padimanskas,LT 39-07,RPM,Meat products,PP - Processing Plant,"V. Pietario g. 1, Bebrininkų k., Pilviškių sen., Vilkaviškio r. sav.",Bebrininkai,LT-70301,Marijampole County,Lithuania,2021-03-09,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
757,Arūno Petriko IĮ,LT 78-06 EB,RPM,Meat products,PP - Processing Plant,"Purpių k.5E, Ryškėnų sen., Telšių r. sav.",Purplių k.,LT-87150,Telsiai County,Lithuania,2021-03-19,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
758,"BIOVELA-UTENOS MĖSA, UAB",LT 17 EB,RPM,Meat products,PP - Processing Plant,Pramonės g. 4,Utena,28216,Utena County,Lithuania,2021-03-19,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
759,Dainoros Račkauskienės ind. įmonė,61-17,RPM,Meat products,PP - Processing Plant,"Bažnyčios g. 17, Mažeikiai, Mažeikių sen., Mažeikių r. sav., Telšių apskr.",Mažeikiai,LT-89232,Telsiai County,Lithuania,2021-03-15,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
760,Donato Vaicikausko IĮ Mėsininkas,68-14,RPM,Meat products,PP - Processing Plant,"Minijos g. 31C, Juodeikių k., Plungės r. sav.",Juodeikiai,LT-90373,Telsiai County,Lithuania,2021-03-23,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
761,Ferroc UAB,530001547,RPM,Meat products,PP - Processing Plant,"Vandenvietės g. 9, LT-57242 Kėdainiai",Kėdainiai,LT-57242,Kaunas County,Lithuania,2024-09-24,"{'translation': 'Meat products', 'code': 'mp'}",https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
762,Ingrida Kirvaitienė,LT 39-05,RPM,Meat products,PP - Processing Plant,"M. Valančiaus g. 73, Vilkaviškis",Vilkaviškis,LT-70132,Marijampole County,Lithuania,2021-03-09,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
763,IĮ Grenesta,LT 41-17,RPM,Meat products,PP - Processing Plant,Daškūnų g. 15,Skaidiškės,LT-13268,Vilnius County,Lithuania,2021-06-22,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
764,IĮ Linolis,LT 54-04,RPM,Meat products,PP - Processing Plant,"Šilo Pavėžupio g.16, Laikšių k., Šaukėnų sen., Kelmės r. sav. LT-86422",Kelmė,LT-86137,Siauliai County,Lithuania,2021-03-19,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
765,IĮ Sigmega,LT 78-04 EB,RPM,Meat products,PP - Processing Plant,"Mokyklos g. 2, LT -88202, Kaunatava, Upynos sen., Telšių r. sav.",Kaunatava,LT-88202,Telsiai County,Lithuania,2021-03-19,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
766,KB Oxmeat,LT 41-02,RPM,Meat products,PP - Processing Plant,Švenčionių g. 114,Nemenčinė,LT-15168,Vilnius County,Lithuania,2021-03-25,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
767,Kooperatyvas  Gera mėsa,63-01,RPM,Meat products,PP - Processing Plant,"Tauragės apskr., Pagėgių sav., Stoniškių sen., Šilgaliai, Vilkos g. 2",Šilgaliai,LT-99290,Taurage County,Lithuania,2021-03-17,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
768,Leono Kudirkos IĮ,LT 39-06,RPM,Meat products,PP - Processing Plant,"Nepriklausomybės g. 41, Kybartų k., Kybartų sen., Vilkaviškio r. sav.",Kybartai,LT-70424,Marijampole County,Lithuania,2021-03-09,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
769,"MB ""Gurmanas""",61-07,RPM,Meat products,PP - Processing Plant,"Melioratorių g. 1C-1, Mažeikiai. Mažeikių sen., Mažeikių r. sav., Telšių apskr.",Mažeikiai,LT-89145,Telsiai County,Lithuania,2021-03-15,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
770,"MB ""Laigrida""",LT 39-21,RPM,Meat products,PP - Processing Plant,"Gluosnių g. 1, Čyčkų k., Šeimenos sen., Vilkaviškio r. sav.",Vilkaviškis,LT-70138,Marijampole County,Lithuania,2021-03-14,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
771,"MB ""Mėsos klubas""",41-22,RPM,Meat products,PP - Processing Plant,"Vilniaus r. sav., Sudervės sen., Buiniškių k., Adomo Mickevičiaus g. 253",Buiniškės,LT-14202,Vilnius County,Lithuania,2026-03-02,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
772,"MB ""RADŪMA""",LT 56-04 EB,RPM,Meat products,PP - Processing Plant,"Metalo g. 7, Kluonalių k., LT-97193 Kretingos r.",Kluonaliai,LT-97133,Klaipeda County,Lithuania,2021-03-22,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
773,"MB ""Rojaus mėsytė""",LT52-37EB,RPM,Meat products,PP - Processing Plant,"Vandžiogalos pl.196, Eigirgalos k.  Domeikavos sen., Kauno r.",Eigirgalos k.,LT-54341,Kaunas County,Lithuania,2021-04-09,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
774,"MB ""Suvalkijos mėsos gaminiai""",LT 18-10,RPM,Meat products,PP - Processing Plant,"Parko g. 3, Narto k., Liudvinavo sen., Marijampolės sav.",Nartas,LT-68124,Marijampole County,Lithuania,2021-03-09,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
775,"MB ,,Vidneras""",LT49-15EB,RPM,Meat products,PP - Processing Plant,"Vytauto Didžiojo g. 112A, Kaišiadorys, Kaišiadorių r. sav.",Kaišiadorys,LT-56111,Kaunas County,Lithuania,2021-03-18,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
776,MB Kaimo mėsinė,LT 54-09,RPM,Meat products,PP - Processing Plant,"Šiluvos g.24, Tytuvėnai, Tytuvėnų sen., Kelmės r. sav. LT-86494",Kelmė,LT-86137,Siauliai County,Lithuania,2021-03-19,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
777,MB Rūkyklėlė,LT 01-27 EB,RPM,Meat products,PP - Processing Plant,Verslo g. 16,Grigaičių k.,LT-11236,Vilnius County,Lithuania,2021-03-25,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
778,MB Žibartonių mėsa,LT66-02 EB,RPM,Meat products,PP - Processing Plant,"Žibartonių g.50, Žibartonių k., Panevėžio r.",Žibartoniai,LT-38301,Panevezys County,Lithuania,2021-03-16,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
779,"MBA FOOD, UAB",52-03,RPM,Meat products,PP - Processing Plant,"Parko g. 8, Bubių k., Batniavos sen., Kauno raj.",Bubiai,LT-54189,Kaunas County,Lithuania,2021-03-19,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
780,"Maxima LT, UAB",19-13,RPM,Meat products,PP - Processing Plant,"Veiverių g. 150B, Kaunas",Kaunas,LT-46391,Kaunas County,Lithuania,2021-03-18,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
781,"Maxima LT, UAB",19-17,RPM,Meat products,PP - Processing Plant,"Šiaurės pr. 8D, Kaunas",Kaunas,LT-49155,Kaunas County,Lithuania,2021-03-18,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
782,"Maxima LT, UAB",LT 18-09,RPM,Meat products,PP - Processing Plant,"Kudirkos g. 3,  Marijampolė",Marijampolė,LT-68181,Marijampole County,Lithuania,2021-03-14,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
783,"Maxima LT, UAB",19-16,RPM,Meat products,PP - Processing Plant,"Pramonės  pr. 29, Kaunas",Kaunas,LT-51270,Kaunas County,Lithuania,2021-03-17,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
784,"Mogemas, UAB",LT82-04EB,RPM,Meat products,PP - Processing Plant,Pramonės g. 4,Utena,28216,Utena County,Lithuania,2022-02-23,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
785,R. Pinaičio IĮ,LT 94-15 EB,RPM,Meat products,PP - Processing Plant,"Ateities g. 5, Girdžiai, Girdžių sen., Jurbarko r. sav., Tauragės apskr.",Girdžiai,,Taurage County,Lithuania,2021-03-19,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
786,Rimutės Povilaitienės firma,19-21,RPM,Meat products,PP - Processing Plant,"Dvarų g. 47, Kaunas",Kaunas,LT-46399,Kaunas County,Lithuania,2021-03-17,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
787,Romo Goštauto įnd. įmonė,46-05,RPM,Meat products,PP - Processing Plant,"Kauno apskr., Jonavos r. sav., Šilų sen., Praulių k., Žalioji g. 15",Prauliai,LT-55461,Kaunas County,Lithuania,2021-03-18,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
788,Romualdo Karbausko ind.įmonė,61-05,RPM,Meat products,PP - Processing Plant,"Pumpurų g.25, Reivyčiai, Reivyčių sen., Mažeikių r.sav., Telšių apskr.",Reivyčiai,LT-89301,Telsiai County,Lithuania,2021-03-17,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
789,S. Momeniškio firma Gurmanas,LT66-04 EB,RPM,Meat products,PP - Processing Plant,"Žalioji g. 1C, Uliūnų k., LT-38241",Uliūnai,,Panevezys County,Lithuania,2021-03-16,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
790,"UAB ""AVITRA""",LT 56-03 EB,RPM,Meat products,PP - Processing Plant,"Laukų g. 6, LT-97148 Kretinga",Kretinga,97104,Klaipeda County,Lithuania,2021-03-22,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
791,"UAB ""Bomesa""",LT 84-03,RPM,Meat products,PP - Processing Plant,"Sodų g. 3, Baltrušių k., Barzdų sen., Šakių r. sav.",Baltrušiai,LT-71286,Marijampole County,Lithuania,2021-03-09,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
792,"UAB ""Broileta""",LT-12-01 EB,RPM,Meat products,PP - Processing Plant,"Kernuvių k., 3, Birštono sav.",Kernuvės,LT-59218,Kaunas County,Lithuania,2021-03-17,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
793,"UAB ""Daivida"" Mėsos gaminių cechas (Tauragės padalinys)",77- 02,RPM,Meat products,PP - Processing Plant,"Vėjų g. 8, Ąžuolynės k., Gaurės sen., Taurgaės r.,sav.",Tauragė,LT-72320,Taurage County,Lithuania,2022-03-09,"{'translation': 'Meat products', 'code': 'mp'}",https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
794,"UAB ""Gardulis""",LT 39-24,RPM,Meat products,PP - Processing Plant,"J. Basanavičiaus g. 57a, Kybartai",Kybartai,LT-70423,Marijampole County,Lithuania,2021-03-09,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
795,"UAB ""Girjuda""",LT 51-09,RPM,Meat products,PP - Processing Plant,"Uosio g. 8, Pietarių k., Marijampolės sen., Marijampolės sav.",Pietariai,LT-68100,Marijampole County,Lithuania,2021-03-09,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
796,"UAB ""KOGUS""",LT 45-06 EB,RPM,Meat products,PP - Processing Plant,"Pramonės g. 17, Karlų k. Visagino sav.",Karlos,LT-30270,Utena County,Lithuania,2021-03-19,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
797,"UAB ""Klaipėdos mėsinė""",88-24,RPM,Meat products,PP - Processing Plant,"Tauragės apskr., Pagėgių sav., Stoniškių sen., Šilgaliai, Vilkos g. 2",Šilgaliai,LT-99290,Taurage County,Lithuania,2021-03-17,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
798,"UAB ""Krekenavos agrofirma""",LT 51-07,RPM,Meat products,PP - Processing Plant,"Vasaros g. 1, Skriaudučio k., Marijampolės sen., Marijampolės sav.",Skriaudutis,LT-68185,Marijampole County,Lithuania,2021-03-09,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
799,"UAB ""Leketų ūkis""",LT 18-13,RPM,Meat products,PP - Processing Plant,"Suvalkijos g. 51, Bitikų k., Sasnavos sen., Marijampolės sav.",Bitikai,LT-69481,Marijampole County,Lithuania,2021-03-12,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
800,"UAB ""Magnuva""",LT 19-31,RPM,Meat products,PP - Processing Plant,"Europos pr. 122, Kaunas",Kaunas,LT-46351,Kaunas County,Lithuania,2021-03-09,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
801,"UAB ""Mantinga""",LT 18-03 EB,RPM,Meat products,PP - Processing Plant,Draugystės g. 12,Marijampolė,LT-68261,Marijampole County,Lithuania,2021-09-27,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
802,"UAB ""Mažeikių Mėsinė""",61-01,RPM,Meat products,PP - Processing Plant,"Troškučių g. 2, Mažeikiai, Mažeikių r.sav",Mažeikiai,LT-89100,Telsiai County,Lithuania,2021-03-08,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
803,"UAB ""Momblan""",LT 51-02,RPM,Meat products,PP - Processing Plant,"J. Andriuškevičiaus g. 6, Želsvos k., Liudvinavo sen., Marijampolės sav.",Želsva,LT-69193,Marijampole County,Lithuania,2021-03-09,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
804,"UAB ""Mėsos kraitė""",LT-69-02EB,RPM,Meat products,PP - Processing Plant,"Žvejų g. 30, Išlaužas, Prienų r.",Išlaužas,LT-59302,Kaunas County,Lithuania,2021-03-17,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
805,"UAB ""Provincijos mėsa""",LT 39-08,RPM,Meat products,PP - Processing Plant,"Rūdos k., Gižų sen., Vilkaviškio r. sav.",Gižai,LT-70314,Marijampole County,Lithuania,2021-03-12,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
806,"UAB ""RIMI LIETUVA""",42-11,RPM,Meat products,PP - Processing Plant,"Migūčionių g. 1, Migūčionių k., Elektrėnų sen., Elektrėnų sav.",Gilučiai,LT-26131,Vilnius County,Lithuania,2026-09-09,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
807,"UAB ""Roleka""",LT 39-11,RPM,Meat products,PP - Processing Plant,"Vaidotų g. 8, Matlaukio k., Kybartų sen., Vilkaviškio r. sav.",Matlaukys,LT-70349,Marijampole County,Lithuania,2021-03-09,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
808,"UAB ""Senieji Teresės mėsos gaminiai""",LT 58-01,RPM,Meat products,PP - Processing Plant,"Dariaus ir Girėno g. 3a, Kazlų Rūda",Kazlų Rūda,LT-69428,Marijampole County,Lithuania,2021-03-09,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
809,"UAB ""Vamėsa""",LT 58-02,RPM,Meat products,PP - Processing Plant,"Čečetų k. 7, Kazlų Rūdos sen., Kazlų Rūdos sav.",Čečetai,LT-69394,Marijampole County,Lithuania,2021-03-09,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
810,"UAB ""Vigesta""",61-12,RPM,Meat products,PP - Processing Plant,"Naikių g. 16, Mažeikiai, Mažeikių r. sav.",Mažeikiai,LT-89126,Telsiai County,Lithuania,2021-03-08,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
811,"UAB ""Šilo garsai""",19-29,RPM,Meat products,PP - Processing Plant,"Europos pr. 122, Kaunas",Kaunas,LT-46351,Kaunas County,Lithuania,2022-03-02,"{'translation': 'Meat products', 'code': 'mp'}",https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
812,"UAB ,,Kadagio dūmas""",LT49-17EB,RPM,Meat products,PP - Processing Plant,"Sekionių k. Kruonio sen., Kaišiadorių r. sav. LT-56307",Sekionys,,Kaunas County,Lithuania,2021-03-18,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
813,"UAB ,,LOBBY BALTIC""",61-08,RPM,Meat products,PP - Processing Plant,"Naftininkų g. 38-2, Mažeikiai, Mažeikių sen., Mažeikių r.sav., Telšių apskr.",Mažeikiai,LT-89132,Telsiai County,Lithuania,2021-03-15,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
814,"UAB ,,Žiežmarių mėsa""",LT49-05EB,RPM,Meat products,PP - Processing Plant,"Pakertų k., Žiežmarių apyl. sen., Kaišiadorių r. sav.",Pakertai,LT-56239,Kaunas County,Lithuania,2021-03-18,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
815,UAB Agromėsa,LT 42-03,RPM,Meat products,PP - Processing Plant,"Elektrėnų sav., Vievio sen., Ausieniškių k., Paukštyno g. 9",Ausieniškių k.,LT-21365,Vilnius County,Lithuania,2021-03-22,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
816,UAB Alantos agroservisas,EB62-02,RPM,Meat products,PP - Processing Plant,"Molėtų r. sav., Alanta, Sodo al. 2D",Alanta,LT-33312,Utena County,Lithuania,2021-03-19,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
817,UAB Alekniškis,LT 89-03,RPM,Meat products,PP - Processing Plant,"Širvintų r. sav., Širvintų sen., Šiaulių k., Plento g. 6",Šiaulių k.,LT-19212,Vilnius County,Lithuania,2021-06-21,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
818,UAB Alevista,52-17,RPM,Meat products,PP - Processing Plant,"Ežero g. 46, Piliuonos k., Taurakiemio sen., Kauno raj.",Piliuona,LT-53182,Kaunas County,Lithuania,2021-03-16,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
819,UAB Alksnio dūmas,LT66-26 EB,RPM,Meat products,PP - Processing Plant,"Klevų g. 36, Vaivadų k., LT-38444",Vaivadai,LT-38444,Panevezys County,Lithuania,2021-03-16,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
820,UAB Almasta,52-11,RPM,Meat products,PP - Processing Plant,"Garliavos g. 70, Mastaičiai, Kauno raj.",Mastaičiai,LT-53311,Kaunas County,Lithuania,2021-03-16,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
821,UAB Armeni,19-06,RPM,Meat products,PP - Processing Plant,"Josvainių g. 36, Kaunas",Kaunas,LT-47141,Kaunas County,Lithuania,2021-03-17,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
822,UAB Aujoris,52-10,RPM,Meat products,PP - Processing Plant,"Obelyno g. 10, Vaišvydava, Kauno raj.",Vaišvydava,LT-53109,Kaunas County,Lithuania,2021-03-16,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_PRODUCTS_EU
